 ab inito points for HO2 Data: 2007/3/17. modifie le 29oct2007: th = 0.0, 180.0   
   n1 n2  n3    r(OH)       th(OOH)      r(OO)      V(MRCI) 
  11   2  37    2.500000   10.000000   14.000000  -150.60169071
  11   2  38    2.500000   10.000000   16.000000  -150.60166622
  11   2  39    2.500000   10.000000   20.000000  -150.60166170
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  11   3   1    2.500000   20.000000    1.400000  -149.21020403
  11   3   2    2.500000   20.000000    1.650000  -149.83279951
  11   3   3    2.500000   20.000000    1.900000  -100.00000000
  11   3   4    2.500000   20.000000    2.100000  -100.00000000
  11   3   5    2.500000   20.000000    2.200000  -100.00000000
  11   3   6    2.500000   20.000000    2.250000  -100.00000000
  11   3   7    2.500000   20.000000    2.300000  -100.00000000
  11   3   8    2.500000   20.000000    2.400000  -149.62813744
  11   3   9    2.500000   20.000000    2.500000  -149.67572935
  11   3  10    2.500000   20.000000    2.550000  -149.71465829
  11   3  11    2.500000   20.000000    2.600000  -149.76187191
  11   3  12    2.500000   20.000000    2.700000  -149.87420481
  11   3  13    2.500000   20.000000    2.800000  -149.99845638
  11   3  14    2.500000   20.000000    3.000000  -150.23598578
  11   3  15    2.500000   20.000000    3.250000  -150.45250266
  11   3  16    2.500000   20.000000    3.500000  -150.57185459
  11   3  17    2.500000   20.000000    3.800000  -150.62840434
  11   3  18    2.500000   20.000000    3.930000  -150.63543254
  11   3  19    2.500000   20.000000    3.990000  -150.63616571
  11   3  20    2.500000   20.000000    4.050000  -150.63600711
  11   3  21    2.500000   20.000000    4.200000  -150.63183279
  11   3  22    2.500000   20.000000    4.380000  -150.62264949
  11   3  23    2.500000   20.000000    4.700000  -150.60183033
  11   3  24    2.500000   20.000000    4.800000  -150.60067985
  11   3  25    2.500000   20.000000    4.910000  -150.60022299
  11   3  26    2.500000   20.000000    5.220000  -150.60208045
  11   3  27    2.500000   20.000000    5.500000  -150.60363858
  11   3  28    2.500000   20.000000    5.640000  -150.60414613
  11   3  29    2.500000   20.000000    5.740000  -150.60440811
  11   3  30    2.500000   20.000000    6.050000  -150.60480020
  11   3  31    2.500000   20.000000    6.500000  -150.60466686
  11   3  32    2.500000   20.000000    7.300000  -150.60378632
  11   3  33    2.500000   20.000000    8.000000  -150.60308218
  11   3  34    2.500000   20.000000    8.800000  -150.60253192
  11   3  35    2.500000   20.000000    9.500000  -150.60222721
  11   3  36    2.500000   20.000000   11.000000  -150.60187108
  11   3  37    2.500000   20.000000   12.500000  -150.60176368
  11   3  38    2.500000   20.000000   14.000000  -150.60170560
  11   3  39    2.500000   20.000000   16.000000  -150.60166622
  11   3  40    2.500000   20.000000   20.000000  -150.60166170
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  11   4   1    2.500000   30.000000    1.400000  -149.34666393
  11   4   2    2.500000   30.000000    1.650000  -150.10600047
  11   4   3    2.500000   30.000000    1.900000  -150.39678442
  11   4   4    2.500000   30.000000    2.100000  -150.48686419
  11   4   5    2.500000   30.000000    2.200000  -150.51288480
  11   4   6    2.500000   30.000000    2.250000  -150.52380369
  11   4   7    2.500000   30.000000    2.300000  -150.53395500
  11   4   8    2.500000   30.000000    2.400000  -150.55311777
  11   4   9    2.500000   30.000000    2.500000  -150.57174240
  11   4  10    2.500000   30.000000    2.550000  -150.58094372
  11   4  11    2.500000   30.000000    2.600000  -150.59001650
  11   4  12    2.500000   30.000000    2.700000  -150.60744490
  11   4  13    2.500000   30.000000    2.800000  -150.62329660
  11   4  14    2.500000   30.000000    3.000000  -150.64784746
  11   4  15    2.500000   30.000000    3.250000  -150.66219343
  11   4  16    2.500000   30.000000    3.500000  -150.66020810
  11   4  17    2.500000   30.000000    3.800000  -150.64428724
  11   4  18    2.500000   30.000000    3.980000  -150.63146829
  11   4  19    2.500000   30.000000    4.200000  -150.61549632
  11   4  20    2.500000   30.000000    4.330000  -150.60768631
  11   4  21    2.500000   30.000000    4.560000  -150.60148804
  11   4  22    2.500000   30.000000    4.800000  -150.60083304
  11   4  23    2.500000   30.000000    5.110000  -150.60200002
  11   4  24    2.500000   30.000000    5.220000  -150.60247987
  11   4  25    2.500000   30.000000    5.330000  -150.60291693
  11   4  26    2.500000   30.000000    5.500000  -150.60347066
  11   4  27    2.500000   30.000000    5.750000  -150.60399371
  11   4  28    2.500000   30.000000    6.170000  -150.60424734
  11   4  29    2.500000   30.000000    6.500000  -150.60411007
  11   4  30    2.500000   30.000000    7.300000  -150.60340263
  11   4  31    2.500000   30.000000    8.000000  -150.60283749
  11   4  32    2.500000   30.000000    8.800000  -150.60241235
  11   4  33    2.500000   30.000000    9.500000  -150.60225383
  11   4  34    2.500000   30.000000   11.000000  -150.60188575
  11   4  35    2.500000   30.000000   12.500000  -150.60175198
  11   4  36    2.500000   30.000000   14.000000  -150.60171083
  11   4  37    2.500000   30.000000   16.000000  -150.60166622
  11   4  38    2.500000   30.000000   20.000000  -150.60166170
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  11   5   1    2.500000   40.000000    1.400000  -149.40651584
  11   5   2    2.500000   40.000000    1.650000  -150.18758265
  11   5   3    2.500000   40.000000    1.900000  -150.52014251
  11   5   4    2.500000   40.000000    2.100000  -150.63721576
  11   5   5    2.500000   40.000000    2.200000  -150.66942561
  11   5   6    2.500000   40.000000    2.250000  -150.68114567
  11   5   7    2.500000   40.000000    2.300000  -150.69052705
  11   5   8    2.500000   40.000000    2.400000  -150.70361987
  11   5   9    2.500000   40.000000    2.500000  -150.71087299
  11   5  10    2.500000   40.000000    2.550000  -150.71279951
  11   5  11    2.500000   40.000000    2.600000  -150.71379093
  11   5  12    2.500000   40.000000    2.700000  -150.71342572
  11   5  13    2.500000   40.000000    2.800000  -150.71053147
  11   5  14    2.500000   40.000000    3.000000  -150.69928465
  11   5  15    2.500000   40.000000    3.110000  -150.69092949
  11   5  16    2.500000   40.000000    3.250000  -150.67890364
  11   5  17    2.500000   40.000000    3.500000  -150.65567271
  11   5  18    2.500000   40.000000    3.800000  -150.62956819
  11   5  19    2.500000   40.000000    4.080000  -150.61001623
  11   5  20    2.500000   40.000000    4.200000  -150.60604654
  11   5  21    2.500000   40.000000    4.450000  -150.60265754
  11   5  22    2.500000   40.000000    4.680000  -150.60208287
  11   5  23    2.500000   40.000000    4.800000  -150.60216820
  11   5  24    2.500000   40.000000    4.910000  -150.60235034
  11   5  25    2.500000   40.000000    5.020000  -150.60257565
  11   5  26    2.500000   40.000000    5.140000  -150.60283357
  11   5  27    2.500000   40.000000    5.360000  -150.60326054
  11   5  28    2.500000   40.000000    5.500000  -150.60347331
  11   5  29    2.500000   40.000000    5.800000  -150.60373456
  11   5  30    2.500000   40.000000    6.500000  -150.60360811
  11   5  31    2.500000   40.000000    7.300000  -150.60303183
  11   5  32    2.500000   40.000000    8.000000  -150.60258285
  11   5  33    2.500000   40.000000    8.800000  -150.60223444
  11   5  34    2.500000   40.000000    9.500000  -150.60204265
  11   5  35    2.500000   40.000000   11.000000  -150.60182882
  11   5  36    2.500000   40.000000   12.500000  -150.60174626
  11   5  37    2.500000   40.000000   14.000000  -150.60170800
  11   5  38    2.500000   40.000000   16.000000  -150.60166622
  11   5  39    2.500000   40.000000   20.000000  -150.60166170
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  11   6   1    2.500000   50.000000    1.400000  -149.41445639
  11   6   2    2.500000   50.000000    1.650000  -150.18130553
  11   6   3    2.500000   50.000000    1.900000  -150.50923779
  11   6   4    2.500000   50.000000    2.100000  -150.62823622
  11   6   5    2.500000   50.000000    2.200000  -150.66118381
  11   6   6    2.500000   50.000000    2.250000  -150.67305632
  11   6   7    2.500000   50.000000    2.300000  -150.68242976
  11   6   8    2.500000   50.000000    2.400000  -150.69504188
  11   6   9    2.500000   50.000000    2.500000  -150.70129072
  11   6  10    2.500000   50.000000    2.550000  -150.70257258
  11   6  11    2.500000   50.000000    2.600000  -150.70285599
  11   6  12    2.500000   50.000000    2.700000  -150.70098493
  11   6  13    2.500000   50.000000    2.800000  -150.69661633
  11   6  14    2.500000   50.000000    3.000000  -150.68309335
  11   6  15    2.500000   50.000000    3.250000  -150.66195544
  11   6  16    2.500000   50.000000    3.500000  -150.64025538
  11   6  17    2.500000   50.000000    3.800000  -150.61927131
  11   6  18    2.500000   50.000000    3.920000  -150.61398273
  11   6  19    2.500000   50.000000    4.200000  -150.60717894
  11   6  20    2.500000   50.000000    4.420000  -150.60501074
  11   6  21    2.500000   50.000000    4.540000  -150.60441242
  11   6  22    2.500000   50.000000    4.660000  -150.60405004
  11   6  23    2.500000   50.000000    4.800000  -150.60381213
  11   6  24    2.500000   50.000000    5.340000  -150.60360354
  11   6  25    2.500000   50.000000    5.500000  -150.60359384
  11   6  26    2.500000   50.000000    6.500000  -150.60320982
  11   6  27    2.500000   50.000000    7.300000  -150.60271060
  11   6  28    2.500000   50.000000    8.000000  -150.60237258
  11   6  29    2.500000   50.000000    8.800000  -150.60211713
  11   6  30    2.500000   50.000000    9.500000  -150.60195531
  11   6  31    2.500000   50.000000   11.000000  -150.60180746
  11   6  32    2.500000   50.000000   12.500000  -150.60173720
  11   6  33    2.500000   50.000000   14.000000  -150.60170486
  11   6  34    2.500000   50.000000   16.000000  -150.60166622
  11   6  35    2.500000   50.000000   20.000000  -150.60166170
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  11   7   1    2.500000   60.000000    1.400000  -149.40921320
  11   7   2    2.500000   60.000000    1.650000  -150.15285390
  11   7   3    2.500000   60.000000    1.900000  -150.46457500
  11   7   4    2.500000   60.000000    2.100000  -150.58953568
  11   7   5    2.500000   60.000000    2.200000  -150.62695537
  11   7   6    2.500000   60.000000    2.250000  -150.64091515
  11   7   7    2.500000   60.000000    2.300000  -150.65224072
  11   7   8    2.500000   60.000000    2.400000  -150.66834741
  11   7   9    2.500000   60.000000    2.500000  -150.67759227
  11   7  10    2.500000   60.000000    2.550000  -150.68020978
  11   7  11    2.500000   60.000000    2.600000  -150.68173612
  11   7  12    2.500000   60.000000    2.700000  -150.68211301
  11   7  13    2.500000   60.000000    2.800000  -150.67973499
  11   7  14    2.500000   60.000000    3.000000  -150.66965287
  11   7  15    2.500000   60.000000    3.250000  -150.65233527
  11   7  16    2.500000   60.000000    3.500000  -150.63524094
  11   7  17    2.500000   60.000000    3.610000  -150.62888640
  11   7  18    2.500000   60.000000    3.800000  -150.62018369
  11   7  19    2.500000   60.000000    4.000000  -150.61396185
  11   7  20    2.500000   60.000000    4.200000  -150.61003618
  11   7  21    2.500000   60.000000    4.370000  -150.60792356
  11   7  22    2.500000   60.000000    4.800000  -150.60519330
  11   7  23    2.500000   60.000000    5.500000  -150.60369389
  11   7  24    2.500000   60.000000    6.500000  -150.60291415
  11   7  25    2.500000   60.000000    7.300000  -150.60247781
  11   7  26    2.500000   60.000000    8.000000  -150.60221260
  11   7  27    2.500000   60.000000    8.800000  -150.60201583
  11   7  28    2.500000   60.000000    9.500000  -150.60190890
  11   7  29    2.500000   60.000000   11.000000  -150.60178343
  11   7  30    2.500000   60.000000   12.500000  -150.60172754
  11   7  31    2.500000   60.000000   14.000000  -150.60170037
  11   7  32    2.500000   60.000000   16.000000  -150.60166622
  11   7  33    2.500000   60.000000   20.000000  -150.60166170
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  11   8   1    2.500000   70.000000    1.400000  -149.39810247
  11   8   2    2.500000   70.000000    1.650000  -150.15905460
  11   8   3    2.500000   70.000000    1.900000  -150.45814790
  11   8   4    2.500000   70.000000    2.100000  -150.57684001
  11   8   5    2.500000   70.000000    2.200000  -150.61773251
  11   8   6    2.500000   70.000000    2.250000  -150.63298870
  11   8   7    2.500000   70.000000    2.300000  -150.64540040
  11   8   8    2.500000   70.000000    2.400000  -150.66320673
  11   8   9    2.500000   70.000000    2.500000  -150.67370100
  11   8  10    2.500000   70.000000    2.550000  -150.67682224
  11   8  11    2.500000   70.000000    2.600000  -150.67878989
  11   8  12    2.500000   70.000000    2.700000  -150.67990556
  11   8  13    2.500000   70.000000    2.800000  -150.67813517
  11   8  14    2.500000   70.000000    3.000000  -150.66911640
  11   8  15    2.500000   70.000000    3.250000  -150.65329187
  11   8  16    2.500000   70.000000    3.500000  -150.63772007
  11   8  17    2.500000   70.000000    3.800000  -150.62338081
  11   8  18    2.500000   70.000000    4.200000  -150.61245303
  11   8  19    2.500000   70.000000    4.340000  -150.61023591
  11   8  20    2.500000   70.000000    4.800000  -150.60605642
  11   8  21    2.500000   70.000000    5.500000  -150.60371563
  11   8  22    2.500000   70.000000    6.500000  -150.60269631
  11   8  23    2.500000   70.000000    7.300000  -150.60231045
  11   8  24    2.500000   70.000000    8.000000  -150.60209823
  11   8  25    2.500000   70.000000    8.800000  -150.60194651
  11   8  26    2.500000   70.000000    9.500000  -150.60186259
  11   8  27    2.500000   70.000000   11.000000  -150.60176394
  11   8  28    2.500000   70.000000   12.500000  -150.60171859
  11   8  29    2.500000   70.000000   14.000000  -150.60169535
  11   8  30    2.500000   70.000000   16.000000  -150.60166622
